Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
3531,Luna Rush,LUS, $-   ,0.10%,-6.30%,-5.00%,2.60%,"$47,007.00 ","22,142,137",350 Million,"$22,588.99 "
3532,Black Phoenix,BPX, $-   ,-1.60%,-5.10%,-12.90%,-14.60%,"$43,073.00 ","1,490,000,000",4 Billion,"$22,470.45 "
3533,Cardence,$CRDN, $-   ,,-8.60%,-5.20%,-7.50%,$61.96 ,"29,412,735",50 Million,"$22,125.90 "
3534,JeToken,JETS, $-   ,-,-,-,-, - ,"9,362,790,826",100 Billion,"$27,736.63 "
3535,Auctus,AUC, $-   ,-0.80%,-1.60%,-7.00%,40.80%,$75.75 ,"35,535,880",65.8 Million,"$22,125.20 "
3536,OPEN Governance,OPEN, $-   ,-,-,-,-, - ,"11,601,349",100 Million,"$21,583.87 "
3537,Xfinance,XFI,0.91,-2.60%,-0.90%,-1.00%,-16.80%,"$178,711.00 ","23,772",50 Thousand,"$21,592.76 "
3538,POP Network,POP, $-   ,-0.10%,0.00%,-25.10%,-55.00%,$1.76 ,"1,600,000,000",1.6 Billion,"$21,572.59 "
3539,Jetcoin,JET, $-   ,0.30%,-0.60%,0.50%,18.20%,"$96,733.00 ","12,768,025",80 Million,"$21,263.62 "
3540,Axe,AXE, $-   ,-,-,-,-, - ,"7,300,532",21 Million,"$21,292.41 "
3541,AquariusCoin,ARCO, $-   ,,-83.30%,-86.30%,-8.90%,$4.99 ,"4,463,117",42 Million,"$21,152.51 "
3542,TaleCraft,CRAFT, $-   ,-1.90%,-8.20%,-9.40%,112.30%,"$27,716.00 ","7,006,896",30 Million,"$21,081.82 "
3543,Anime,ANI, $-   ,-2.30%,-10.90%,-10.70%,-34.20%,"$12,490.00 ","60,724,420",62.1 Million,"$21,076.92 "
3544,renDOGE,RENDOGE, $-   ,-,-,-,-, - ,"5,798,287",5.8 Million,"$20,990.88 "
3545,Upsorber,UP, $-   ,0.20%,-5.20%,-10.00%,24.80%,$14.41 ,"1,786,689,706,451",∞,"$20,778.50 "
3546,Doki Doki,DOKI,0.41,-,-,-,-, - ,"49,902",50 Thousand,"$20,664.26 "
3547,Arable Protocol,ACRE, $-   ,-0.40%,7.50%,-23.10%,-0.30%,$131.00 ,"188,607,679",1 Billion,"$20,593.24 "
3548,OneRing,RING, $-   ,-15.20%,-16.40%,-22.90%,-1.20%,"$3,088.00 ","6,804,632",94.8 Million,"$20,558.74 "
3549,SparkPoint Fuel,SFUEL, $-   ,-0.60%,-6.40%,5.10%,19.10%,"$2,423.00 ","33,812,136",150 Million,"$20,339.69 "
3550,Wirtual,WIRTUAL, $-   ,0.40%,-14.60%,6.80%,17.10%,$479.00 ,"5,640,000",544 Million,"$20,336.19 "
3551,Pontoon,TOON, $-   ,0.20%,-0.20%,0.40%,10.90%,"$5,169.00 ","23,508,212",100 Million,"$20,292.78 "
3552,SolChicks Shards,SHARDS, $-   ,0.40%,-0.70%,0.60%,1.10%,$107.00 ,"90,419,278",100 Million,"$20,250.19 "
3553,Pepe of Yellow,PYPY, $-   ,,2.10%,-10.20%,54.70%,$42.79 ,"420,690,900,000,000",421 Trillion,"$20,207.14 "
3554,Token IN,TIN,0.01,-3.00%,-6.20%,-3.90%,-12.20%,"$30,142.00 ","3,813,693",100 Million,"$19,847.93 "
3555,Block Beats Network,BBDC, $-   ,0.20%,10.00%,71.80%,74.40%,$789.00 ,"36,000,000,000",36 Billion,"$19,771.95 "
3556,BSClaunch,BSL, $-   ,-0.20%,-9.80%,-13.00%,32.40%,"$7,028.00 ","6,403,660",100 Million,"$19,651.50 "
3557,IdeaChain,ICH, $-   ,0.20%,-1.40%,1.00%,18.40%,$2.72 ,"53,900,000",53.9 Million,"$19,650.29 "
3558,uPlexa,UPX, $-   ,-0.10%,6.60%,14.70%,60.30%,$32.84 ,"2,629,276,861",10.5 Billion,"$19,496.03 "
3559,Quack Token,QUACK, $-   ,0.50%,-36.70%,-22.40%,-63.50%,$117.00 ,"314,855,408",9.56 Billion,"$19,441.82 "
3560,Unique One,RARE,0.01,-,-,-,-, - ,"2,500,000",2.5 Million,"$19,275.58 "
3561,Solana Ecosystem Index,SOLI,0.21,-,-,-,-, - ,"124,890",125 Thousand,"$26,555.96 "
3562,YVS Finance,YVS,0.04,1.00%,-5.80%,-2.90%,3.20%,$155.00 ,"532,964",1.95 Million,"$19,322.99 "
3563,Authencity,AUTH,0.03,-,-,-,-, - ,"742,595",15 Million,"$18,870.24 "
3564,Ravendex,RAVE, $-   ,-,-,-,-, - ,"723,700,000",1 Billion,"$18,664.60 "
3565,Ston,STON, $-   ,0.20%,46.20%,68.50%,-69.70%,$20.84 ,"186,755,667",370 Million,"$19,096.46 "
3566,SafeInsure,SINS, $-   ,-4.30%,-6.10%,-3.80%,13.10%,$269.00 ,"24,929,463",21 Million,"$19,055.26 "
3567,Warp Finance,WARP,0.40,,1.70%,-2.90%,-10.10%,$9.92 ,"48,017",150 Thousand,"$19,000.35 "
3568,IDEAS,IDEAS, $-   ,-,-,-,-, - ,"247,781,120",300 Million,"$19,128.36 "
3569,50Cent,50C,0.05,0.60%,-1.20%,-14.10%,18.40%,$4.67 ,"374,219",374 Thousand,"$18,840.58 "
3570,SpaceFi (Evmos),SPACE, $-   ,0.60%,-2.30%,-5.50%,1.90%,$41.97 ,"4,714,624",13.6 Million,"$18,832.19 "
3571,Momo v2,MOMO V2, $-   ,0.10%,18.10%,9.30%,-43.10%,"$6,676.00 ","701,461,299,517",1 Trillion,"$18,597.84 "
3572,ZoomSwap,ZM, $-   ,2.00%,-1.40%,-5.60%,2.40%,"$1,683.00 ","11,769,429",11.5 Million,"$18,595.44 "
3573,Shibalana,SHIBA, $-   ,-0.20%,-0.80%,-2.60%,44.70%,$188.00 ,"2,648,519,923",10 Billion,"$18,478.32 "
3574,Waifu,WAIFU, $-   ,-0.20%,-12.30%,-9.40%,684.80%,$285.00 ,"48,998,683",69 Million,"$18,337.86 "
3575,Gem Exchange and Trading,GXT, $-   ,-1.20%,-12.10%,-11.60%,-14.20%,"$1,479.00 ","83,529,286",500 Million,"$17,710.76 "
3576,Cryptopay,CPAY, $-   ,-0.20%,2.60%,9.60%,22.20%,"$27,267.00 ","38,630,308",90.4 Million,"$17,663.55 "
3577,UCROWDME,UCM, $-   ,-,-,-,-, - ,"100,000,000",100 Million,"$17,037.56 "
3578,Flurry Finance,FLURRY, $-   ,-0.60%,-4.50%,-8.50%,3.80%,"$23,592.00 ","824,698,611",756 Million,"$17,255.51 "
3579,Babacoin,BBC, $-   ,-0.10%,-6.60%,127.10%,-23.40%,$57.21 ,"1,311,654,880",-,"$17,127.83 "
3580,Kanpeki,KAE,0.07,-,-,-,-, - ,"294,696",295 Thousand,"$19,848.50 "
3581,Burrow,BRRR, $-   ,-0.30%,-8.70%,-20.10%,41.40%,"$1,842.00 ","63,983,037",1 Billion,"$16,920.08 "
3582,Big Crypto Game,CRYPTO,0.01,-,-,-,-, - ,"4,202,917",5 Million,"$22,664.85 "
3583,Myriad,XMY, $-   ,0.10%,-0.80%,-89.60%,-88.30%,$250.00 ,"1,857,296,500",2 Billion,"$16,698.66 "
3584,Shiba Punkz,SPUNK,0.02,-,-,-,-, - ,"930,917",990 Thousand,"$25,897.30 "
3585,Alphr,ALPHR,0.01,0.40%,-5.80%,-0.70%,6.10%,"$36,563.00 ","1,852,448",10 Million,"$16,528.27 "
3586,Rigel Protocol,RGP,0.02,-0.50%,-3.20%,-3.80%,2.70%,$118.00 ,"900,000",5 Million,"$16,438.07 "
3587,HorusPay,HORUS, $-   ,-,-,-,-, - ,"950,643,623",1.2 Billion,"$22,092.12 "
3588,Play It Forward DAO,PIF, $-   ,-,-,-,-, - ,"36,311,679",1 Billion,"$16,258.13 "
3589,CryptoTycoon,CTT,0.21,-3.30%,-5.00%,-4.80%,-5.20%,"$26,396.00 ","78,482",959 Thousand,"$16,186.04 "
3590,Phoneum,PHT, $-   ,-,-,-,-, - ,"1,129,993,160",5 Billion,"$34,576.19 "
3591,OptionRoom,ROOM, $-   ,0.00%,-11.60%,-97.00%,244.50%,"$2,058.00 ","12,493,373",100 Million,"$15,943.56 "
3592,Lightning Bot,LIGHT, $-   ,-,-,-,-, - ,"97,000,292",100 Million,"$15,536.87 "
3593,YOLOCash,YLC, $-   ,0.40%,-33.10%,-23.60%,-8.60%,"$24,993.00 ","31,256,753",48.9 Million,"$15,856.50 "
3594,Degis,DEG, $-   ,-7.80%,2.40%,-23.10%,22.10%,"$5,818.00 ","6,039,132",43 Million,"$15,749.49 "
3595,Olive Cash,OLIVE, $-   ,-0.20%,-10.60%,-11.30%,9.70%,$71.44 ,"27,150,506",29.7 Million,"$15,714.75 "
3596,ZilPepe,ZILPEPE, $-   ,0.50%,-4.40%,-14.90%,-8.80%,$17.34 ,"420,690,420,690,420",421 Trillion,"$15,639.25 "
3597,Merebel,MERI, $-   ,5.20%,-1.30%,5.90%,18.80%,$28.87 ,"19,366,522",30 Million,"$15,532.97 "
3598,AlphaRushAI,RUSHAI, $-   ,,9.60%,15.10%,-71.70%,"$1,066.00 ","294,691,486",773 Million,"$15,433.53 "
3599,Metaverse Miner,META,0.01,-0.10%,-8.00%,-6.80%,-10.00%,$235.00 ,"1,877,848",20.8 Million,"$15,003.72 "
3600,Krypton Galaxy Coin,KGC, $-   ,0.30%,-8.30%,-18.50%,-21.00%,"$22,071.00 ","892,147,867",3 Billion,"$14,764.29 "
3601,SafCoin,SAF, $-   ,-,-,-,-, - ,"9,801,840",10 Million,"$14,345.99 "
3602,AnRKey X,$ANRX, $-   ,-1.80%,1.90%,-3.50%,-3.40%,$208.00 ,"85,618,333",200 Million,"$14,454.78 "
3603,KOLNET,KOLNET, $-   ,-2.80%,-6.00%,-1.50%,1.40%,"$4,549.00 ","393,556,954",750 Million,"$14,346.60 "
3604,Pinkcoin,PINK, $-   ,0.00%,500.80%,-88.00%,-86.10%,$46.85 ,"468,564,999",500 Million,"$14,042.65 "
3605,Boo Finance,BOOFI, $-   ,-,-,-,-, - ,"10,044,749",10 Million,"$13,794.54 "
3606,YDragon,YDR, $-   ,-,-,-,-, - ,"125,780,634",500 Million,"$13,437.47 "
3607,AllSafe,ASAFE, $-   ,-0.80%,-2.80%,-40.70%,62.90%,$1.11 ,"12,719,410",15 Million,"$13,633.14 "
3608,Ormeus Coin,ORME, $-   ,-0.10%,0.00%,-0.10%,-11.20%,$27.97 ,"17,029,321",200 Million,"$13,600.52 "
3609,Oxbull Solana,OXS, $-   ,-,-,-,-, - ,"49,946,362",50 Million,"$13,136.08 "
3610,Score,SCO, $-   ,-,-,-,-, - ,"100,000,000",100 Million,"$12,359.93 "
3611,SpiderByte,SPB, $-   ,0.30%,-9.70%,23.30%,1.10%,$76.99 ,"3,128,117",4 Million,"$12,544.58 "
3612,Dogs Of Elon,DOE, $-   ,-,-,-,-, - ,"150,697,543",1 Billion,"$12,500.40 "
3613,Guncoin,GUN, $-   ,0.20%,-22.30%,-33.30%,-40.80%,$0.06 ,"338,379,228",500 Million,"$12,336.28 "
3614,Belifex,BEFX, $-   ,-0.10%,-0.10%,-0.10%,15.30%,"$5,436.00 ","53,080,221",100 Million,"$11,892.30 "
3615,Decanect,DCNT, $-   ,-,-,-,-, - ,"2,424,311",6.15 Million,"$11,634.40 "
3616,HakuSwap,HAKU, $-   ,-,-,-,-, - ,"45,301,239",90.2 Million,"$11,830.31 "
3617,Axial Token,AXIAL, $-   ,-,-,-,-, - ,"107,157,808",-,"$11,511.61 "
3618,Starter.xyz,START,0.01,0.40%,-3.30%,-18.80%,17.80%,$46.66 ,"936,914",1 Million,"$11,558.35 "
3619,Obsidium,OBS, $-   ,0.30%,0.60%,1.10%,-0.10%,"$9,541.00 ","6,328,912",14.5 Million,"$11,510.90 "
3620,concertVR,CVT, $-   ,0.00%,0.00%,-38.30%,38.00%,$1.22 ,"42,467,700",113 Million,"$11,253.10 "
3621,Saddle Finance,SDL, $-   ,-,-,-,-, - ,"433,124,445",1 Billion,"$10,674.10 "
3622,AntNetworX,ANTX, $-   ,-,-,-,-, - ,"700,000,000",700 Million,"$10,784.35 "
3623,XFL,XFL, $-   ,-,-,-,-, - ,"10,000,000,000",10 Billion,"$10,171.46 "
3624,NFTEarth,NFTE, $-   ,0.50%,2.50%,-3.20%,-46.50%,$9.72 ,"100,000,000",100 Million,"$10,416.43 "
3625,PrivaCoin,PRVC, $-   ,0.00%,-0.40%,-0.20%,-0.30%,"$1,301.00 ","12,829,819",1.8 Trillion,"$10,341.85 "
3626,Lunafi,LFI, $-   ,-,-,-,-, - ,"914,645,002",1 Billion,"$10,378.62 "
3627,Scholarship Coin,SCHO, $-   ,0.00%,0.00%,-0.10%,-0.10%,$431.00 ,"16,948,541",17.1 Million,"$10,155.37 "
3628,SafeCapital,SCAP, $-   ,-1.80%,-30.20%,-28.50%,-49.60%,$12.17 ,"4,368,373",6.6 Million,"$10,147.33 "
3629,MoonieNFT,MNY, $-   ,-,-,-,-, - ,"3,739,415,233",2 Billion,"$10,680.88 "
3630,Singularity,SGLY, $-   ,-,-,-,-, - ,"58,886,520",210 Million,"$9,805.31 "
3631,Doubloon,DBL, $-   ,-,-,-,-, - ,"21,435,407",100 Million,"$9,793.73 "
3632,3xcalibur Ecosystem Token,XCAL, $-   ,-,-,-,-, - ,"9,443,707",14.7 Million,"$9,734.74 "
3633,Kurobi,KURO, $-   ,-0.20%,0.10%,-40.90%,-80.30%,$66.27 ,"25,968,491",400 Million,"$9,747.48 "
3634,Hpohs888inu,TETHER, $-   ,,2.40%,-9.10%,14.10%,$151.00 ,"927,123,572",927 Million,"$9,712.87 "
3635,DELOT.IO,DELOT, $-   ,-6.70%,-20.50%,20.80%,7.30%,$228.00 ,"90,669,261",100 Million,"$9,607.80 "
3636,CoverCompared,CVR, $-   ,-,-,-,-, - ,"70,908,828",138 Million,"$9,493.39 "
3637,Dynamo Coin,DYNAMO, $-   ,-,-,-,-, - ,"2,530,573",-,"$9,225.70 "
3638,Po.et,POE, $-   ,0.20%,-50.70%,-74.80%,-39.00%,$9.41 ,"2,517,174,198",3.14 Billion,"$9,176.85 "
3639,Run,RUN, $-   ,-0.10%,0.10%,-0.70%,-0.80%,$1.81 ,"147,214,285",1 Billion,"$9,151.91 "
3640,Sphere,SPHR, $-   ,0.40%,-1.30%,-87.90%,-90.10%,$28.74 ,"12,484,344",12.5 Million,"$9,102.82 "
3641,Orclands Metaverse,ORC, $-   ,-,-,-,-, - ,"942,675,578",1 Billion,"$11,231.71 "
3642,USD Balance,USDB,0.05,0.40%,-3.50%,-10.70%,45.70%,$13.63 ,"193,318",16.6 Million,"$9,062.55 "
3643,BunnyPark Game,BG, $-   ,-,-,-,-, - ,"995,410,701",1 Billion,"$11,351.72 "
3644,MoonFarm Finance,MFO, $-   ,-,-,-,-, - ,"6,715,298",100 Million,"$9,491.63 "
3645,VersoView,VVT, $-   ,0.00%,0.10%,-92.10%,-93.80%,$0.23 ,"63,614,653",200 Million,"$8,896.99 "
3646,Be Meta Famous,BMF, $-   ,-,-,-,-, - ,"88,205,665",770 Million,"$8,738.74 "
3647,Crystl Finance,CRYSTL, $-   ,0.40%,-1.90%,-16.50%,23.30%,$6.73 ,"12,499,611",12.7 Million,"$8,743.17 "
3648,FLOOF,FLOOF, $-   ,-0.40%,2.10%,-18.40%,526.50%,"$1,905.00 ","19,104,250,979",88.2 Billion,"$8,232.86 "
3649,SCOneX,SCONEX, $-   ,-,-,-,-, - ,"5,088,677",100 Million,"$7,928.11 "
3650,Porta,KIAN, $-   ,-,-,-,-, - ,"31,390,000",100 Million,"$7,975.38 "
3651,Operon Origins,ORO, $-   ,-0.30%,-1.70%,-3.80%,21.80%,"$24,890.00 ","7,925,000",100 Million,"$7,489.12 "
3652,KKO Protocol,KKO, $-   ,-,-,-,-, - ,"21,054,769",60 Million,"$7,302.97 "
3653,Scrooge (OLD),SCROOGE, $-   ,-,-,-,-, - ,"368,088,592,202,926",494 Trillion,"$9,042.37 "
3654,COLLIE INU,COLLIE, $-   ,-,-,-,-, - ,"765,139,794,018",765 Billion,"$6,869.63 "
3655,SpiderDAO,SPDR, $-   ,2.90%,6.00%,11.10%,15.40%,$63.34 ,"232,211,476",1 Billion,"$7,013.85 "
3656,Floki CEO Coin,FCC, $-   ,-,-,-,-, - ,"58,306,546,082",1 Trillion,"$9,367.46 "
3657,Particle,PRTCLE, $-   ,0.70%,-2.00%,0.30%,-1.60%,$2.29 ,"2,527,955",2.53 Million,"$6,900.72 "
3658,BabySwap,BABY,0.01,0.10%,-15.20%,-26.70%,26.20%,"$373,264.00 ","715,017",522 Million,"$6,889.89 "
3659,Barter,BRTR,0.01,-0.10%,-4.50%,-5.90%,-15.20%,$1.27 ,"783,384",17.5 Million,"$6,502.16 "
3660,Meeb Master,MEEB, $-   ,0.90%,-0.20%,-0.40%,5.90%,$52.79 ,"1,402,001",7.86 Million,"$6,474.19 "
3661,Ccore,CCO, $-   ,0.50%,-35.00%,-60.50%,-34.60%,$55.60 ,"1,699,999",10 Million,"$6,373.78 "
3662,Teat,TEAT, $-   ,-,-,-,-, - ,"480,299,455",480 Million,"$6,323.86 "
3663,Cry Cat Coin,CRYY, $-   ,-,-,-,-, - ,"5,602,712,545",10 Billion,"$8,617.38 "
3664,Solomon Defi,SLM, $-   ,-,-,-,-, - ,"12,488,641",76.5 Million,"$8,061.37 "
3665,Agrello,DLT, $-   ,-,-,-,-, - ,"82,009,794",130 Million,"$5,979.65 "
3666,MIB Coin,MIB, $-   ,,0.00%,-4.70%,8.00%,$34.08 ,"73,557,891",300 Million,"$5,961.11 "
3667,Cockapoo,CPOO, $-   ,-0.20%,0.10%,-0.10%,0.00%,"$15,526.00 ","13,069,707,931",100 Billion,"$5,861.09 "
3668,Bomb Money,BOMB, $-   ,0.50%,12.80%,5.70%,-29.70%,$238.00 ,"2,253,606",6.67 Million,"$5,851.25 "
3669,CorionX,CORX, $-   ,-0.20%,-1.40%,2.40%,13.30%,$150.00 ,"95,442,854",400 Million,"$5,718.30 "
3670,Public Index Network,PIN, $-   ,0.30%,228.60%,-94.70%,-92.10%,$33.49 ,"156,720,418",160 Million,"$5,713.55 "
3671,Paw,PAW, $-   ,-,-,-,-, - ,"178,588,063,897",337 Billion,"$5,500.30 "
3672,Aquachain,AQUA,0.01,-,-,-,-, - ,"611,761",42 Million,"$5,880.84 "
3673,Mineable,MNB, $-   ,-,-,-,-, - ,"4,053,423",324 Million,"$5,491.96 "
3674,SF Capital,SFCP, $-   ,0.20%,96.50%,1.00%,18.40%,$0.10 ,"74,020,422",100 Million,"$5,397.12 "
3675,ImageCoin,IMG, $-   ,0.40%,-1.30%,-22.20%,-15.20%,$100.00 ,"14,633,324",21 Million,"$5,334.86 "
3676,Aegis,AGS, $-   ,-0.20%,-3.90%,-20.80%,-21.80%,"$25,372.00 ","4,164,070",30 Million,"$5,311.69 "
3677,Ape In,APEIN,0.14,-,-,-,-, - ,"37,500",37.5 Thousand,"$5,345.85 "
3678,Echidna,ECD, $-   ,-1.00%,-8.50%,-1.50%,68.70%,$57.90 ,"11,493,882",338 Million,"$5,229.49 "
3679,Nerian Network,NERIAN, $-   ,-,-,-,-, - ,"16,717,174",26.1 Million,"$4,870.45 "
3680,Arion,ARION, $-   ,2.10%,-4.20%,-4.10%,14.30%,$47.55 ,"17,205,979",-,"$4,905.46 "
3681,Bitcoin Subsidium,XBTX, $-   ,0.20%,-1.80%,2.10%,61.40%,$9.16 ,"8,924,385",21 Million,"$4,880.34 "
3682,Furio,$FUR,0.02,0.40%,3.40%,-0.30%,0.50%,"$15,469.00 ","206,238",866 Thousand,"$4,846.99 "
3683,Eggplant Finance,EGGP,0.01,0.10%,-7.20%,-13.20%,-7.60%,$426.00 ,"435,414",477 Thousand,"$4,574.76 "
3684,Waggle Network,WAG, $-   ,0.10%,-4.20%,-17.90%,48.00%,"$25,080.00 ","7,250,000",100 Million,"$4,537.81 "
3685,Instadapp DAI,IDAI,1.08,-0.20%,-0.10%,-0.20%,0.10%, $-   ,"4,174",4.17 Thousand,"$4,493.66 "
3686,Soltato FRIES,FRIES, $-   ,-,-,-,-, - ,"10,000,000",10 Million,"$4,160.99 "
3687,Herbalist,HERB, $-   ,0.00%,0.00%,0.00%,0.00%, $-   ,"5,558,383,166",9.5 Billion,"$5,637.49 "
3688,AmpleSwap,AMPLE, $-   ,-,-,-,-, - ,"298,632,604",447 Million,"$4,125.08 "
3689,Ludos Protocol,LUD, $-   ,-,-,-,-, - ,"163,247,872",10 Billion,"$9,271.16 "
3690,Suvereno,SUV, $-   ,0.20%,-32.40%,-17.80%,29.60%,$0.96 ,"8,240,161",84 Million,"$3,913.28 "
3691,NestEgg Coin,EGG, $-   ,-2.90%,-1.50%,0.90%,14.60%,$82.14 ,"34,526,360",1 Billion,"$3,897.99 "
3692,Sing,SING,0.01,0.20%,5.10%,-4.40%,10.20%,$6.76 ,"561,677",45.9 Thousand,"$3,759.57 "
3693,Milkshake Swap,MILK, $-   ,0.10%,-0.40%,-1.90%,-10.40%,$625.00 ,"1,205,719",1.21 Million,"$3,266.59 "
3694,PREMA,PRMX, $-   ,1.10%,2.70%,-0.10%,-10.50%,"$24,261.00 ","2,522,030,502",100 Billion,"$3,262.09 "
3695,PalGold,PALG, $-   ,-,-,-,-, - ,"24,702,247",100 Million,"$3,244.03 "
3696,Klap Finance,KLAP, $-   ,-0.50%,1.10%,3.30%,9.10%,"$16,936.00 ","23,800,000",1 Billion,"$3,229.34 "
3697,Solidex,SEX, $-   ,,-3.30%,-1.40%,-3.50%,$1.06 ,"5,838,967",9.39 Million,"$3,094.40 "
3698,dfohub,BUIDL, $-   ,18.70%,14.10%,-31.10%,36.90%,"$22,368.00 ","3,311,391",542 Thousand,"$2,901.66 "
3699,Starbots,BOT, $-   ,1.40%,0.60%,9.90%,19.20%,$67.53 ,"28,776,588",200 Million,"$2,888.79 "
3700,MIM,SWARM, $-   ,-,-,-,-, - ,"2,151,801,100",5 Billion,"$3,881.05 "
3701,Bontecoin,BONTE, $-   ,-,-,-,-, - ,"2,720,824,932",10 Billion,"$2,647.21 "
3702,Matka,MAT, $-   ,-,-,-,-, - ,"1,264,072,461",1.84 Billion,"$2,716.66 "
3703,CRE8R DAO,CRE8R, $-   ,-,-,-,-, - ,"2,804,356",88.9 Million,"$2,963.88 "
3704,Fire Protocol,FIRE, $-   ,0.90%,1.10%,-5.70%,-4.60%,"$41,121.00 ","4,962,790",100 Million,"$2,497.05 "
3705,Zent Cash,ZTC, $-   ,7.10%,5.30%,15.50%,111.10%,$221.00 ,"4,244,663,817",7.5 Billion,"$2,475.96 "
3706,MultiPad,MPAD, $-   ,-,-,-,-, - ,"24,344,993",100 Million,"$2,778.78 "
3707,trollbox,TOX, $-   ,-,-,-,-, - ,"610,448,255",1 Billion,"$2,927.35 "
3708,Blockster,BXR, $-   ,-34.90%,-25.00%,-20.80%,2.50%,$358.00 ,"8,000,000",100 Million,"$1,782.80 "
3709,Solyard Finance,YARD, $-   ,-0.20%,-0.10%,4.40%,5.40%,$0.14 ,"72,500,000",1 Billion,"$1,533.76 "
3710,AVME,AVME, $-   ,-,-,-,-, - ,"5,338,853",2.97 Million,"$1,071.58 "
3711,TrustPad,TPAD, $-   ,-0.20%,-16.80%,-37.90%,-99.20%,$438.00 ,"4,113,203",97.3 Million,$992.63 
3712,dexSHARE,DEXSHARE,0.05,,0.10%,-59.80%,8.90%,$6.69 ,"19,607",67.2 Thousand,$945.67 
3713,UncleMine,UM, $-   ,-0.40%,-25.60%,-23.20%,3.80%,$181.00 ,"12,000,000",1 Billion,$815.36 
3714,ElonDoge DAO,EDAO,0.51,-,-,-,-, - ,"2,000",100 Thousand,"$1,014.56 "
3715,EZZY Game,EZY, $-   ,0.10%,-4.50%,8.30%,-70.30%,$340.00 ,"23,882,998",33.3 Million,$797.77 
3716,Axia,AXIAV3, $-   ,-,-,-,-, - ,"630,408",3.78 Million,$724.74 
3717,QUACK,QUACK, $-   ,-,-,-,-, - ,"1,199,071,019",1 Trillion,$854.29 
3718,Recast1,R1, $-   ,-2.90%,-9.10%,-68.40%,-72.10%,$48.78 ,"1,315,487,925",10 Billion,$623.08 
3719,Bountie Hunter,BOUNTIE, $-   ,,-5.20%,-5.50%,4.20%,$22.85 ,"6,555,336",500 Million,$557.24 
3720,Sucrecoin,XSR, $-   ,-,-,-,-, - ,"14,739,744",21.2 Million,$537.37 
3721,Secure Cash,SCSX, $-   ,-26.50%,-27.70%,-7.40%,-23.20%,$43.25 ,"118,918",300 Thousand,$476.89 
3722,PanicSwap,PANIC, $-   ,-,-,-,-, - ,"980,351",980 Thousand,$503.45 
3723,Spice Trade,SPICE, $-   ,-0.40%,-5.00%,5.60%,-29.70%,$8.34 ,"1,457,682",57.6 Million,$328.31 
3724,MEMEX,MEMEX, $-   ,-,-,-,-, - ,"1,697,680",100 Million,$294.66 
3725,WorldCoin,WDC,0.01,0.00%,7.40%,13.00%,2.80%,$333.00 ,"18,450",265 Million,$162.72 
3726,Leonidas Token,LEONIDAS, $-   ,-,-,-,-, - ,"65,500,000",1 Billion,$220.90 
3727,Fabric,FAB, $-   ,0.30%,0.40%,-36.30%,32.00%,$124.00 ,"134,859,993",500 Million,$112.46 
3728,Speed Mining Service,SMS,0.20,-,-,-,-, - ,433,300 Thousand,$87.09 
3729,Solex Finance,SLX, $-   ,-,-,-,-, - ,"7,000,000",10 Million,$74.29 
3730,APEmove,APE, $-   ,-,-,-,-, - ,"1,954,237",1.96 Million,$71.76 
3731,YodeSwap,YODE, $-   ,-0.40%,3.80%,-3.10%,-1.80%,$84.45 ,"39,201",2.27 Million,$56.77 
3732,Naxar,NAXAR, $-   ,-,-,-,-, - ,"16,675,177",21 Million,$24.07 
3733,WolfSafePoorPeople Polygon,WSPP, $-   ,0.40%,40.00%,143.80%,-91.30%,$483.00 ,"1,584,040,062",1.21 Billion,$15.08 
3734,ZelaaPayAE,ZPAE, $-   ,-,-,-,-, - ,"830,000,000",1.35 Billion,$7.48 
3735,Equalizer,EQZ,0.01,1.30%,24.10%,0.10%,41.20%,$534.00 ,502,100 Million,$6.47 
3736,Artery,ARTR,0.01,-1.40%,-6.80%,10.30%,-8.90%,"$63,353.00 ",404,. M,$2.32 
3737,HaloDAO,RNBW, $-   ,0.00%,2.00%,-26.70%,-18.50%,$0.84 ,"34,055,352",100 Million,$0.72 
3738,Onespace,1SP, $-   ,,-1.40%,12.50%,-8.90%, $-   ,"1,000,000",100 Million,$0.45 
3739,DAOstack,GEN, $-   ,-,-,-,-, - ,"49,029,095",60 Million,$0.02 
3740,Kitty Solana,KITTY, $-   ,-,-,-,-, - ,"419,926,609",50 Billion,$0.02 
3741,FrogeX,FROGEX, $-   ,-,-,-,-, - ,411,1 Trillion, $-   
3742,Mainstream For The Underground,MFTU, $-   ,-,-,-,-, - ,"788,686,598",1.4 Billion, $-   
3743,Bitbar,BTB,0.29,,0.70%,-35.00%,-20.60%,$48.70 ,0,9.7 Thousand, - 
3744,Bean Cash,BITB, $-   ,-0.80%,-27.60%,-46.00%,-50.30%,$125.00 ,0,50 Billion, - 
3745,Ratecoin,XRA, $-   ,-1.80%,-5.10%,0.10%,2.20%,$0.32 ,0,75 Million, - 
3746,Aeon,AEON,0.07,0.30%,-5.40%,4.50%,-3.40%,$171.00 ,0,18.4 Million, - 
3747,Casinocoin,CSC, $-   ,-0.20%,-8.40%,-4.60%,-1.60%,"$22,360.00 ",0,65 Billion, - 
3748,Yocoin,YOC, $-   ,-19.70%,-1.40%,1.00%,-91.50%,$10.60 ,0,∞, - 
